iter	RMSE
148	1651.671355
149	1643.246267
150	1636.799767
151	1629.771107
152	1621.727165
153	1611.098958
154	1601.705353
155	1596.91278
156	1591.202289
157	1585.097712
158	1576.371335
159	1566.098881
160	1559.935102
161	1550.874276
162	1545.009463
163	1540.257776
164	1532.972888
165	1522.998918
166	1516.158599
167	1508.591228
168	1499.598168
169	1491.278898
170	1484.37369
171	1478.244927
172	1472.694983
173	1467.338284
174	1462.024516
175	1455.646431
176	1450.166652
177	1444.397594
178	1439.35736
179	1434.173457
180	1426.321193
181	1420.156005
182	1414.323871
183	1407.97419
184	1403.201711
185	1395.826533
186	1391.339949
187	1385.884427
188	1381.137665
189	1373.541962
190	1366.214709
191	1357.447122
192	1354.350326
193	1348.521121
194	1341.934737
195	1337.775186
196	1333.225986
197	1329.263873
198	1324.68969
199	1319.360408
200	1314.956429
201	1308.889869
202	1303.218455
203	1299.56804
204	1294.003774
205	1287.741669
206	1284.696148
207	1279.277287
208	1274.533845
209	1267.598809
210	1261.034076
211	1255.407771
212	1251.335094
213	1247.489387
214	1240.662953
215	1235.229457
216	1229.491044
217	1225.846222
218	1220.473999
219	1214.337597
220	1209.305591
221	1203.776186
222	1198.749482
223	1194.454501
224	1190.482589
225	1184.918184
226	1178.858164
227	1174.437094
228	1169.987799
229	1165.972503
230	1162.214444
231	1156.453226
232	1151.221029
233	1147.313571
234	1143.068097
235	1138.998186
236	1134.785256
237	1129.361777
238	1124.69822
239	1122.01715
240	1118.877909
241	1113.658825
242	1109.894374
243	1103.958743
244	1100.66142
245	1096.81467
246	1093.607262
247	1090.099589
248	1086.555487
249	1083.766517
250	1078.422613
251	1075.289184
252	1071.301617
253	1067.932673
254	1064.877651
255	1061.630099
256	1056.380429
257	1053.000863
258	1048.8904
259	1046.301293
260	1043.001139
261	1040.694845
262	1037.847528
263	1036.423467
264	1032.707352
265	1030.304929
266	1026.920981
267	1023.936456
268	1021.121148
269	1016.956578
270	1014.693355
271	1010.922708
272	1007.926963
273	1003.971735
274	999.5051194
275	997.1816764
276	992.0886821
277	990.2498216
278	988.1564566
279	985.5623429
280	983.4651076
281	981.3707788
282	978.6651386
283	976.687345
284	973.9103987
285	972.6938658
286	970.2374444
287	968.6527739
288	966.9153003
289	963.9568341
290	962.3112997
291	960.7025269
292	958.7678576
293	954.0554712
294	952.1794285
295	949.7956812
296	947.6123417
297	945.2751472
298	942.7492523
299	940.9990248
300	939.5586267
301	936.3813159
302	934.1793256
303	930.9288794
304	927.8054515
305	924.9216651
306	921.424499
307	916.8148613
308	914.5159085
309	912.5294867
310	910.1903256
311	908.2815556
312	905.2889034
313	904.2266434
314	901.5829753
315	899.5729359
316	898.6538106
317	895.7275939
318	894.160619
319	893.0225876
320	890.7925033
321	889.1518287
322	888.1601701
323	886.1811266
324	884.3864658
325	883.1275454
326	879.2365202
327	877.6624364
328	875.152943
329	872.9014612
330	871.6019178
331	869.4036756
332	868.891812
333	867.3083415
334	865.6642314
335	863.4238045
336	862.9360958
337	859.8676036
338	857.130534
339	855.3992765
340	854.1564452
341	851.7174479
342	848.4415704
343	845.9454981
344	844.6727551
345	841.7122809
346	839.3519609
347	837.636793
348	836.0827577
349	833.9312556
350	832.0818707
351	830.5808637
352	827.2347542
353	824.9135015
354	823.5308103
355	820.4866113
356	817.7725304
357	815.8217701
358	813.1527553
359	811.9295748
360	809.9909362
361	809.1072644
362	806.3794516
363	804.3374372
364	802.1924302
365	800.6597025
366	799.0102256
367	796.5036917
368	795.0810784
369	792.8748025
370	790.4031251
371	788.5892165
372	787.3722428
373	786.8026338
374	786.1792887
375	783.8367691
376	782.3026634
377	780.8359144
378	778.8517181
379	777.4691915
380	776.152603
381	774.9988055
382	774.5860916
383	773.1003683
384	771.1727258
385	768.4453861
386	767.1112677
387	764.3462976
388	764.0522581
389	762.9017741
390	760.50486
391	758.3063903
392	757.9586497
393	757.6544949
394	754.324842
395	752.2169612
396	750.6120293
397	749.736919
398	747.2689502
399	744.8619777
400	743.2674926
401	741.4268265
402	739.1129555
403	737.7583205
404	736.5152201
405	734.9129552
406	732.6063914
407	731.3112913
408	729.9322773
409	727.6088777
410	726.5048342
411	725.8976408
412	723.9630812
413	721.9258877
414	720.5179483
415	718.096401
416	716.0903093
417	713.8059303
418	712.4690369
419	710.0238879
420	708.58081
421	706.4188157
422	704.6047868
423	703.511273
424	702.3494083
425	701.1508136
426	699.2435332
427	697.0002223
428	695.1436995
429	694.4536774
430	692.5777353
431	691.0056152
432	690.2123759
433	688.1496647
434	686.9471091
435	686.0143938
436	684.505013
437	682.8210391
438	681.8023418
439	680.2003959
440	677.3790751
441	675.2538469
442	673.1750698
443	671.7116679
444	669.9961829
445	668.35762
446	666.9205036
447	665.7601579
448	664.0216468
449	662.2976536
450	660.519197
451	659.3446456
452	658.6768487
453	657.6540422
454	656.2125434
455	654.4017059
456	652.9101476
457	652.3252247
458	650.797187
459	650.1913168
460	648.8054532
461	646.68772
462	644.8391758
463	643.1539564
464	641.9060798
465	640.9993792
466	639.9732707
467	638.4868932
468	636.6575862
469	635.7726276
470	634.4895139
471	632.9908288
472	631.1888865
473	630.1899654
474	628.4257337
475	627.8678198
476	626.685283
477	625.8392773
478	624.0652489
479	622.5618879
480	621.697371
481	620.5089492
482	619.067068
483	618.1262378
484	615.8624614
485	615.0877051
486	613.689788
487	612.0442929
488	610.4370715
489	608.6384778
490	608.1131636
491	606.7316648
492	605.3841955
493	604.1269321
494	602.4063655
495	601.1818381
496	599.7791878
497	598.6073377
498	597.449855
499	596.3808187
500	596.2221766
501	595.5523311
502	594.8391229
503	593.6858856
504	592.4125883
505	590.4697756
506	589.7172225
507	589.1468797
508	588.570361
509	587.3188656
510	586.1201059
511	585.3057228
512	584.0533467
513	583.4020273
514	583.0124543
515	581.257648
516	579.9511335
517	578.7452913
518	576.9564477
519	575.7696559
520	574.9011381
521	574.4828512
522	573.8601929
523	573.7197957
524	572.3261435
525	571.9982938
526	571.2001803
527	570.6665929
528	569.5256736
529	568.2549597
530	566.9827254
531	565.4932455
532	564.3443703
533	563.1218757
534	562.9972916
535	562.1727135
536	561.0052636
537	560.4407632
538	559.660294
539	558.650327
540	557.8873
541	556.7347541
542	555.8735551
543	554.8550297
544	554.6199648
545	553.7866298
546	553.1829838
547	552.0698706
548	550.9715999
549	549.8767721
550	548.3543002
551	547.4631206
552	545.90482
553	544.2653979
554	543.5132448
555	543.3313014
556	542.311741
557	541.3638569
558	539.8786105
559	539.10981
560	538.2630784
561	536.695428
562	535.4803733
563	534.8098727
564	533.5389993
565	533.0731517
566	531.4190378
567	530.8076678
568	529.8071536
569	528.4899812
570	527.5176761
571	526.416875
572	525.788475
573	524.9880055
574	524.058585
575	523.036771
576	521.8376789
577	521.2962801
578	519.5769141
579	518.6696513
580	517.79977
581	516.9062918
582	515.9192235
583	514.7511023
584	513.9953798
585	513.4950529
586	512.1588567
587	511.2016511
588	510.6489001
589	510.3442167
590	509.6562467
591	508.9881084
592	508.3839937
593	507.2892356
594	505.9900149
595	505.3166713
596	504.513708
597	503.8634515
598	503.0636713
599	502.6059213
600	501.9553766
601	501.389017
602	500.508242
603	500.1889188
604	499.7092265
605	499.1266861
606	498.8159034
607	497.7534229
608	496.0497206
609	494.6804162
610	494.1563329
611	493.5547624
612	492.6757451
613	491.6056959
614	490.7318271
615	490.1668602
616	489.3288353
617	487.994182
618	486.5525177
619	485.6267561
620	485.0618061
621	484.1823083
622	483.8031649
623	482.9312794
624	481.6726977
625	480.6054926
626	479.5791274
627	478.7289154
628	478.4068438
629	477.8286353
630	476.695796
631	475.9301987
632	475.0471342
633	474.5735847
634	474.1476351
635	473.0569571
636	472.5024159
637	471.9740614
638	471.6969428
639	471.1757991
640	471.0372303
641	469.9932914
642	468.9186304
643	468.4357672
644	467.2935724
645	466.3616826
646	466.1164729
647	465.1927376
648	464.4221641
649	463.7632099
650	462.9757902
651	462.5410674
652	461.2293378
653	460.7272089
654	459.3737623
655	458.807749
656	458.2193242
657	457.1396844
658	456.5480671
659	455.3062198
660	454.594381
661	454.3105331
662	453.5209012
663	452.7068514
664	452.0085152
665	451.4086052
666	450.3834771
667	449.791046
668	449.2401756
669	448.3590387
670	447.3783812
671	446.7485764
672	445.5141913
673	444.8301983
674	443.4771365
675	442.9409414
676	441.7344087
677	441.2732219
678	440.5920484
679	440.3755227
680	439.0502116
681	438.4857357
682	437.6768668
683	437.449123
684	436.9831206
685	436.1864619
686	435.9570537
687	435.4709325
688	435.1567306
689	434.1683296
690	433.7344275
691	433.0388317
692	432.5478031
693	432.1116508
694	431.2392357
695	430.2053585
696	429.793614
697	428.7374375
698	428.1939806
699	427.5976824
700	426.9321728
701	426.560846
702	425.8073119
703	425.5331911
704	424.9467506
705	424.0602345
706	423.6781985
707	423.3642659
708	422.7348877
709	422.2926363
710	421.3176137
711	420.4900332
712	419.6757956
713	419.190253
714	418.857213
715	418.3207411
716	417.6451745
717	416.718788
718	415.8676138
719	415.3711527
720	414.9774142
721	414.0475875
722	413.5765506
723	413.1617169
724	412.5664164
725	412.1370832
726	411.5074495
727	410.9684848
728	410.2580924
729	409.2779298
730	408.9456698
731	408.8244385
732	408.3949872
733	407.5221641
734	407.3277027
735	406.4836399
736	405.9103125
737	405.5043925
738	404.6829993
739	404.2199708
740	403.7612126
741	403.3012567
742	402.8425511
743	402.5636897
744	402.3968039
745	402.0455451
746	401.3726903
747	400.9122442
748	400.1768013
749	399.853204
750	398.7099861
751	398.3947993
752	397.8713685
753	397.2500485
754	396.7885883
755	396.3055284
756	395.602209
757	395.0500513
758	394.4449155
759	394.0679075
760	394.0176806
761	393.1230764
762	392.6662723
763	392.2536772
764	391.8830681
765	391.4151322
766	390.6423399
767	390.2369637
768	389.9865671
769	389.6873846
770	389.3490478
771	388.5219238
772	387.9070357
773	387.5958498
774	386.8311127
775	386.3525684
776	385.9414995
777	385.806767
778	385.3977097
779	385.1266522
780	384.5603012
781	383.9937154
782	383.6493748
783	383.0352197
784	382.8603371
785	382.2879744
786	381.6577471
787	381.0222247
788	380.6686745
789	380.4565286
790	379.9948908
791	379.8669542
792	379.4110194
793	378.8799453
794	378.2117304
795	378.0138872
796	377.1717702
797	376.5247322
798	375.8215323
799	374.8734509
800	374.2967693
801	373.8194819
802	373.3364142
803	372.8933207
804	372.0572219
805	371.6622013
806	371.0833147
807	370.3626773
808	369.9359517
809	369.5986502
810	369.015621
811	368.8039971
812	368.4734359
813	368.0886469
814	367.5102071
815	367.1778482
816	366.4610454
817	365.5200469
818	365.2009974
819	364.8490415
820	364.6458031
821	364.3280614
822	363.8101211
823	363.4366792
824	363.2141197
825	362.903389
826	362.430138
827	361.8940813
828	361.51125
829	361.2228588
830	360.4719931
831	360.3774794
832	359.7570096
833	359.1451291
834	358.7657657
835	358.1868423
836	357.9289432
837	357.6608617
838	356.9996534
839	356.4591877
840	355.9468898
841	355.6025004
842	355.0516119
843	354.6875668
844	354.1976493
845	353.8207339
846	353.1100451
847	352.8016573
848	352.6610165
849	352.1942583
850	351.6323966
851	351.4237484
852	351.1159372
853	350.6637541
854	350.4728575
855	350.2414502
856	349.8060916
857	349.4763665
858	349.0349888
859	348.5716071
860	348.253534
861	347.7247031
862	347.3933479
863	347.198556
864	346.943728
865	346.6554425
866	346.2770743
867	345.9111485
868	345.7503037
869	345.5029612
870	345.1230916
871	344.724403
872	344.4449872
873	344.1802797
874	343.7040386
875	343.5490282
876	343.2735178
877	343.022488
878	342.8051306
879	342.2409961
880	341.8850826
881	341.7832616
882	341.3190988
883	340.9199853
884	340.6698697
885	340.234558
886	339.8587942
887	339.2377485
888	338.8906747
889	338.6063575
890	338.3922206
891	337.8246949
892	337.311272
893	337.1094558
894	336.6776264
895	336.5143329
896	336.1575292
897	336.1229832
898	335.4813305
899	335.2627559
900	335.2312018
901	334.8686644
902	334.6306157
903	334.4964331
904	334.3223962
905	333.6112352
906	333.3174782
907	332.7943753
908	332.3319016
909	332.2060051
910	331.7874786
911	331.6943008
912	331.179922
913	330.8229593
914	330.7878077
915	330.6674382
916	330.3224661
917	329.5609619
918	329.2851365
919	328.6620854
920	328.2771093
921	327.9350517
922	327.7744915
923	327.5444237
924	327.2169807
925	326.6731222
926	326.3829126
927	326.0637137
928	325.3875592
929	325.0092317
930	324.4030665
931	324.2549551
932	323.9627628
933	323.4791957
934	323.0838846
935	322.7478801
936	322.4306704
937	322.2949209
938	322.0667296
939	321.7036756
940	321.478207
941	321.4191468
942	320.930379
943	320.6675566
944	319.9225982
945	319.5992886
946	319.3439114
947	318.5875637
948	318.1245452
949	317.6421557
950	317.5062617
951	317.1858306
952	316.9502477
953	316.7335475
954	316.347083
955	315.9255263
956	315.3943292
957	315.0464107
958	314.808494
959	314.5177058
960	314.3410292
961	314.1787328
962	313.982281
963	313.6448111
964	313.4031328
965	313.1747692
966	313.01032
967	312.5575243
968	312.2291386
969	312.0029675
970	311.8825599
971	311.6221458
972	310.9561796
973	310.70783
974	310.6410526
975	310.458176
976	310.2811169
977	309.9917662
978	309.8550301
979	309.7439493
980	309.2179054
981	308.9426556
982	308.2747066
983	308.1457679
984	307.7848899
985	307.5015814
986	307.4728323
987	307.136264
988	306.7730204
989	306.5083038
990	306.2949673
991	305.8043928
992	305.4352301
993	305.0796382
994	304.6485461
995	304.5790412
996	304.4504593
997	303.8578226
998	303.5496136
999	303.3681081
